No.,Channel Alias,Carrier Squelch Level,Channel Spacing [KHz],Personality List,Scan/Roam/Vote List,Auto Start Scan,Rx Only,Talk Around,Lone Worker,VOX,Receive Frequency [MHz],Rx CTCSS/CDCSS Type,CTCSS/CDCSS Type,Rx Ref Frequency,Rx Squelch Mode,Monitor Squelch Mode,Channel Switch Squelch Mode,Transmit Frequency [MHz],Tx CTCSS/CDCSS Type,CTCSS/CDCSS Type,Tx Ref Frequency,Power Level,Tx Admit,Emergency System,CTCSS Tail Revert,Tx Time-Out Time [s],TOT Re-Key Time [s],TOT Pre-Alert Time [s],CTCSS Tail Revert Option [Radians],Scan/Roam/Vote Mode,Auto Start Roam,Auto Start Voting
216,Spare Edit 57,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
217,Spare Edit 58,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
218,Spare Edit 59,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
219,Spare Edit 60,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
220,Spare Edit 61,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
221,Spare Edit 62,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
222,Spare Edit 63,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
223,Spare Edit 64,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
224,Spare Analyze 01,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
225,Spare Analyze 02,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
226,Spare Analyze 03,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
227,Spare Analyze 04,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
228,Spare Analyze 05,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
229,Spare Analyze 06,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
230,Spare Analyze 07,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
231,Spare Analyze 08,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
232,Spare Analyze 09,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
233,Spare Analyze 10,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
234,Spare Analyze 11,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
235,Spare Analyze 12,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
236,Spare Analyze 13,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
237,Spare Analyze 14,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
238,Spare Analyze 15,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
239,Spare Analyze 16,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
240,Spare Analyze 17,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
241,Spare Analyze 18,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
242,Spare Analyze 19,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
243,Spare Analyze 20,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
244,Spare Analyze 21,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
245,Spare Analyze 22,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
246,Spare Analyze 23,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
247,Spare Analyze 24,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
248,Spare Analyze 25,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
249,Spare Analyze 26,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
250,Spare Analyze 27,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
251,Spare Analyze 28,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
252,Spare Analyze 29,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
253,Spare Analyze 30,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
254,Spare Analyze 31,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
255,Spare Analyze 32,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
256,Spare Analyze 33,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
257,Spare Analyze 34,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
258,Spare Analyze 35,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
259,Spare Analyze 36,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
260,Spare Analyze 37,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
261,Spare Analyze 38,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
262,Spare Analyze 39,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
263,Spare Analyze 40,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
264,Spare Analyze 41,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
265,Spare Analyze 42,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
266,Spare Analyze 43,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
267,Spare Analyze 44,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
268,Spare Analyze 45,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
269,Spare Analyze 46,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
270,Spare Analyze 47,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
271,Spare Analyze 48,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
272,Spare Analyze 49,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
273,Spare Analyze 50,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
274,Spare Analyze 51,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
275,Spare Analyze 52,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
276,Spare Analyze 53,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
277,Spare Analyze 54,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
278,Spare Analyze 55,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
279,Spare Analyze 56,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
280,Spare Analyze 57,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
281,Spare Analyze 58,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
282,Spare Analyze 59,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
283,Spare Analyze 60,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
284,Spare Analyze 61,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
285,Spare Analyze 62,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
286,Spare Analyze 63,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
287,Spare Analyze 64,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,450,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,450,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
288,ACH 1,Normal,12.5,Personality 1,None,Off,Off,Off,Off,Off,400,NONE,NONE,Middle,CTCSS/CDCSS and Audio,Carrier,RX Squelch Mode,400,NONE,NONE,Middle,High,Aways Allow,Analog Sys 1,Off,60,0,0,180,None,Off,Off
